fips,long_name,county_name,state_abbr,state_name,region_name,division_name,division_name_recs,climate_zone,ba_climate_zone,iso_zone,custom_region,ahs_region,weather_file_2012,weather_file_2015,weather_file_2016,weather_file_2017,weather_file_2018,weather_file_2019,weather_file_TMY3,original_FIP,region,division,state,county,cz_number,acs_count,acs_vac_count,sample_count,acs_occupied_count
G13309,"GA, Wheeler County",Wheeler County,GA,Georgia,South,South Atlantic,South Atlantic,3A,Hot-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Alma.Bacon.Co.722135_2012.epw,USA_GA_Alma.Bacon.Co.722135_2015.epw,USA_GA_Alma.Bacon.Co.722135_2016.epw,USA_GA_Alma.Bacon.Co.722135_2017.epw,USA_GA_Alma.Bacon.Co.722135_2018.epw,USA_GA_Alma.Bacon.Co.722135_2019.epw,Alma-Bacon County AP,G1303090,3.0,5.0,13.0,309.0,3.0,2594.0,529.0,1.0,2065.0
G13311,"GA, White County",White County,GA,Georgia,South,South Atlantic,South Atlantic,4A,Mixed-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Lee.Gilmer.Mem.722185_2012.epw,USA_GA_Lee.Gilmer.Mem.722185_2015.epw,USA_GA_Lee.Gilmer.Mem.722185_2016.epw,USA_GA_Lee.Gilmer.Mem.722185_2017.epw,USA_GA_Lee.Gilmer.Mem.722185_2018.epw,USA_GA_Lee.Gilmer.Mem.722185_2019.epw,Knoxville_Mcghee_Tyson_Ap,G1303110,3.0,5.0,13.0,311.0,4.0,16000.0,4984.0,1.0,11016.0
G13313,"GA, Whitfield County",Whitfield County,GA,Georgia,South,South Atlantic,South Atlantic,4A,Mixed-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Dalton.722154_2012.epw,USA_GA_Dalton.722154_2015.epw,USA_GA_Dalton.722154_2016.epw,USA_TN_Chattanooga.Lovell.723240_2017.epw,USA_GA_Dalton.722154_2018.epw,USA_TN_Chattanooga.Lovell.723240_2019.epw,Chattanooga_Lovell_Field_Ap,G1303130,3.0,5.0,13.0,313.0,4.0,39679.0,4865.0,1.0,34814.0
G13315,"GA, Wilcox County",Wilcox County,GA,Georgia,South,South Atlantic,South Atlantic,3A,Hot-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Robins.Afb.722175_2012.epw,USA_GA_Robins.Afb.722175_2015.epw,USA_GA_Robins.Afb.722175_2016.epw,USA_GA_Robins.Afb.722175_2017.epw,USA_GA_Robins.Afb.722175_2018.epw,USA_GA_Robins.Afb.722175_2019.epw,Warner_Robins_Afb,G1303150,3.0,5.0,13.0,315.0,3.0,3483.0,785.0,1.0,2698.0
G13317,"GA, Wilkes County",Wilkes County,GA,Georgia,South,South Atlantic,South Atlantic,3A,Mixed-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Athens.Municipal.723110_2012.epw,USA_GA_Athens.Municipal.723110_2015.epw,USA_GA_Athens.Municipal.723110_2016.epw,USA_GA_Athens.Municipal.723110_2017.epw,USA_GA_Athens.Municipal.723110_2018.epw,USA_GA_Athens.Municipal.723110_2019.epw,Athens_Ben_Epps_Ap,G1303170,3.0,5.0,13.0,317.0,3.0,5147.0,1172.0,1.0,3975.0
G13319,"GA, Wilkinson County",Wilkinson County,GA,Georgia,South,South Atlantic,South Atlantic,3A,Mixed-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Robins.Afb.722175_2012.epw,USA_GA_Robins.Afb.722175_2015.epw,USA_GA_Robins.Afb.722175_2016.epw,USA_GA_Robins.Afb.722175_2017.epw,USA_GA_Robins.Afb.722175_2018.epw,USA_GA_Robins.Afb.722175_2019.epw,Warner_Robins_Afb,G1303190,3.0,5.0,13.0,319.0,3.0,4427.0,1130.0,1.0,3297.0
G13321,"GA, Worth County",Worth County,GA,Georgia,South,South Atlantic,South Atlantic,3A,Hot-Humid,None,CR09,Non-CBSA South Atlantic,USA_GA_Albany.Municipal.722160_2012.epw,USA_GA_Albany.Municipal.722160_2015.epw,USA_GA_Albany.Municipal.722160_2016.epw,USA_GA_Albany.Municipal.722160_2017.epw,USA_GA_Albany.Municipal.722160_2018.epw,USA_GA_Albany.Municipal.722160_2019.epw,Albany_Dougherty_County_Ap,G1303210,3.0,5.0,13.0,321.0,3.0,9205.0,1332.0,1.0,7873.0
G16001,"ID, Ada County",Ada County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Boise.Municipal.726810_2012.epw,USA_ID_Boise.Municipal.726810_2015.epw,USA_ID_Boise.Municipal.726810_2016.epw,USA_ID_Boise.Municipal.726810_2017.epw,USA_ID_Boise.Municipal.726810_2018.epw,USA_ID_Boise.Municipal.726810_2019.epw,Boise_Air_Terminal_Uo,G1600010,4.0,8.0,16.0,1.0,5.0,167739.0,7341.0,1.0,160398.0
G16003,"ID, Adams County",Adams County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Mc.Call.Muni.725864_2012.epw,USA_ID_Mc.Call.Muni.725864_2015.epw,USA_ID_Mc.Call.Muni.725864_2016.epw,USA_ID_Mc.Call.Muni.725864_2017.epw,USA_ID_Mc.Call.Muni.725864_2018.epw,USA_ID_Mc.Call.Muni.725864_2019.epw,Boise_Air_Terminal_Uo,G1600030,4.0,8.0,16.0,3.0,6.0,2635.0,980.0,1.0,1655.0
G16005,"ID, Bannock County",Bannock County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Pocatello.Municipal.725780_2012.epw,USA_ID_Pocatello.Municipal.725780_2015.epw,USA_ID_Pocatello.Municipal.725780_2016.epw,USA_ID_Pocatello.Municipal.725780_2017.epw,USA_ID_Pocatello.Municipal.725780_2018.epw,USA_ID_Pocatello.Municipal.725780_2019.epw,Pocatello_Regional_Ap,G1600050,4.0,8.0,16.0,5.0,6.0,33400.0,2976.0,1.0,30424.0
G16007,"ID, Bear Lake County",Bear Lake County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_UT_Logan.Cache.724796_2012.epw,USA_UT_Logan.Cache.724796_2015.epw,USA_UT_Logan.Cache.724796_2016.epw,USA_UT_Logan.Cache.724796_2017.epw,USA_UT_Logan.Cache.724796_2018.epw,USA_UT_Logan.Cache.724796_2019.epw,Soda_Springs_Tigert,G1600070,4.0,8.0,16.0,7.0,6.0,3984.0,1589.0,1.0,2395.0
G16009,"ID, Benewah County",Benewah County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Coeur.D.Alene.Air.Te.727834_2012.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2015.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2016.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2017.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2018.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2019.epw,Coeur_D_Alene_Awos,G1600090,4.0,8.0,16.0,9.0,5.0,4620.0,1028.0,1.0,3592.0
G16011,"ID, Bingham County",Bingham County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Pocatello.Municipal.725780_2012.epw,USA_ID_Pocatello.Municipal.725780_2015.epw,USA_ID_Pocatello.Municipal.725780_2016.epw,USA_ID_Pocatello.Municipal.725780_2017.epw,USA_ID_Pocatello.Municipal.725780_2018.epw,USA_ID_Pocatello.Municipal.725780_2019.epw,Pocatello_Regional_Ap,G1600110,4.0,8.0,16.0,11.0,6.0,16254.0,1542.0,1.0,14712.0
G16013,"ID, Blaine County",Blaine County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Stanley.Ranger.Stn.726824_2012.epw,USA_ID_Stanley.Ranger.Stn.726824_2015.epw,USA_ID_Stanley.Ranger.Stn.726824_2016.epw,USA_ID_Stanley.Ranger.Stn.726824_2017.epw,USA_ID_Stanley.Ranger.Stn.726824_2018.epw,USA_ID_Stanley.Ranger.Stn.726824_2019.epw,Hailey_Friedman_Mem,G1600130,4.0,8.0,16.0,13.0,6.0,15134.0,6426.0,1.0,8708.0
G16015,"ID, Boise County",Boise County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Boise.Municipal.726810_2012.epw,USA_ID_Boise.Municipal.726810_2015.epw,USA_ID_Boise.Municipal.726810_2016.epw,USA_ID_Boise.Municipal.726810_2017.epw,USA_ID_Boise.Municipal.726810_2018.epw,USA_ID_Boise.Municipal.726810_2019.epw,Boise_Air_Terminal_Uo,G1600150,4.0,8.0,16.0,15.0,6.0,5356.0,2362.0,1.0,2994.0
G16017,"ID, Bonner County",Bonner County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Mullan.Awrs.727836_2012.epw,USA_ID_Mullan.Awrs.727836_2015.epw,USA_ID_Mullan.Awrs.727836_2016.epw,USA_ID_Mullan.Awrs.727836_2017.epw,USA_ID_Mullan.Awrs.727836_2018.epw,USA_ID_Mullan.Awrs.727836_2019.epw,Kalispell_Glacier_Pk_IntL_Ar,G1600170,4.0,8.0,16.0,17.0,6.0,24570.0,7461.0,1.0,17109.0
G16019,"ID, Bonneville County",Bonneville County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Idaho.Falls.Rgnl.725785_2012.epw,USA_ID_Idaho.Falls.Rgnl.725785_2015.epw,USA_ID_Idaho.Falls.Rgnl.725785_2016.epw,USA_ID_Idaho.Falls.Rgnl.725785_2017.epw,USA_ID_Idaho.Falls.Rgnl.725785_2018.epw,USA_ID_Idaho.Falls.Rgnl.725785_2019.epw,Idaho_Falls_Fanning_Field,G1600190,4.0,8.0,16.0,19.0,6.0,40783.0,3645.0,1.0,37138.0
G16021,"ID, Boundary County",Boundary County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Mullan.Awrs.727836_2012.epw,USA_ID_Mullan.Awrs.727836_2015.epw,USA_ID_Mullan.Awrs.727836_2016.epw,USA_ID_Mullan.Awrs.727836_2017.epw,USA_ID_Mullan.Awrs.727836_2018.epw,USA_ID_Mullan.Awrs.727836_2019.epw,Kalispell_Glacier_Pk_IntL_Ar,G1600210,4.0,8.0,16.0,21.0,6.0,5253.0,860.0,1.0,4393.0
G16023,"ID, Butte County",Butte County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Challis.722142_2012.epw,USA_ID_Challis.722142_2015.epw,USA_ID_Challis.722142_2016.epw,USA_ID_Challis.722142_2017.epw,USA_ID_Challis.722142_2018.epw,USA_ID_Challis.722142_2019.epw,Hailey_Friedman_Mem,G1600230,4.0,8.0,16.0,23.0,6.0,1293.0,232.0,1.0,1061.0
G16025,"ID, Camas County",Camas County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Stanley.Ranger.Stn.726824_2012.epw,USA_ID_Stanley.Ranger.Stn.726824_2015.epw,USA_ID_Stanley.Ranger.Stn.726824_2016.epw,USA_ID_Stanley.Ranger.Stn.726824_2017.epw,USA_ID_Stanley.Ranger.Stn.726824_2018.epw,USA_ID_Stanley.Ranger.Stn.726824_2019.epw,Hailey_Friedman_Mem,G1600250,4.0,8.0,16.0,25.0,6.0,815.0,436.0,1.0,379.0
G16027,"ID, Canyon County",Canyon County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Caldwell.Awos.726813_2012.epw,USA_ID_Caldwell.Awos.726813_2015.epw,USA_ID_Caldwell.Awos.726813_2016.epw,USA_ID_Caldwell.Awos.726813_2017.epw,USA_ID_Caldwell.Awos.726813_2018.epw,USA_ID_Caldwell.Awos.726813_2019.epw,Caldwell_Awos,G1600270,4.0,8.0,16.0,27.0,5.0,71441.0,4286.0,1.0,67155.0
G16029,"ID, Caribou County",Caribou County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_UT_Logan.Cache.724796_2012.epw,USA_UT_Logan.Cache.724796_2015.epw,USA_UT_Logan.Cache.724796_2016.epw,USA_UT_Logan.Cache.724796_2017.epw,USA_UT_Logan.Cache.724796_2018.epw,USA_UT_Logan.Cache.724796_2019.epw,Soda_Springs_Tigert,G1600290,4.0,8.0,16.0,29.0,6.0,3214.0,661.0,1.0,2553.0
G16031,"ID, Cassia County",Cassia County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Burley.Muni.725867_2012.epw,USA_ID_Burley.Muni.725867_2015.epw,USA_ID_Burley.Muni.725867_2016.epw,USA_ID_Burley.Muni.725867_2017.epw,USA_ID_Burley.Muni.725867_2018.epw,USA_ID_Burley.Muni.725867_2019.epw,Burley_Municipal_Arpt,G1600310,4.0,8.0,16.0,31.0,5.0,8440.0,723.0,1.0,7717.0
G16033,"ID, Clark County",Clark County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Rexburg.Madison.Co.726818_2012.epw,USA_ID_Rexburg.Madison.Co.726818_2015.epw,USA_ID_Rexburg.Madison.Co.726818_2016.epw,USA_ID_Rexburg.Madison.Co.726818_2017.epw,USA_ID_Rexburg.Madison.Co.726818_2018.epw,USA_ID_Rexburg.Madison.Co.726818_2019.epw,Idaho_Falls_Fanning_Field,G1600330,4.0,8.0,16.0,33.0,6.0,545.0,258.0,1.0,287.0
G16035,"ID, Clearwater County",Clearwater County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Lowell.725784_2012.epw,USA_ID_Lowell.725784_2015.epw,USA_ID_Lowell.725784_2016.epw,USA_ID_Lowell.725784_2017.epw,USA_ID_Lowell.725784_2018.epw,USA_ID_Lowell.725784_2019.epw,Lewiston_Nez_Perce_Cnty_Ap,G1600350,4.0,8.0,16.0,35.0,5.0,4457.0,789.0,1.0,3668.0
G16037,"ID, Custer County",Custer County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Challis.722142_2012.epw,USA_ID_Challis.722142_2015.epw,USA_ID_Challis.722142_2016.epw,USA_ID_Challis.722142_2017.epw,USA_ID_Challis.722142_2018.epw,USA_ID_Challis.722142_2019.epw,Hailey_Friedman_Mem,G1600370,4.0,8.0,16.0,37.0,6.0,3154.0,1353.0,1.0,1801.0
G16039,"ID, Elmore County",Elmore County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Mountain.Home.Afb.726815_2012.epw,USA_ID_Mountain.Home.Afb.726815_2015.epw,USA_ID_Mountain.Home.Afb.726815_2016.epw,USA_ID_Mountain.Home.Afb.726815_2017.epw,USA_ID_Mountain.Home.Afb.726815_2018.epw,USA_ID_Mountain.Home.Afb.726815_2019.epw,Mountain_Home_Afb,G1600390,4.0,8.0,16.0,39.0,5.0,12195.0,2363.0,1.0,9832.0
G16041,"ID, Franklin County",Franklin County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_UT_Logan.Cache.724796_2012.epw,USA_UT_Logan.Cache.724796_2015.epw,USA_UT_Logan.Cache.724796_2016.epw,USA_UT_Logan.Cache.724796_2017.epw,USA_UT_Logan.Cache.724796_2018.epw,USA_UT_Logan.Cache.724796_2019.epw,Malad_City,G1600410,4.0,8.0,16.0,41.0,6.0,4664.0,438.0,1.0,4226.0
G16043,"ID, Fremont County",Fremont County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Rexburg.Madison.Co.726818_2012.epw,USA_ID_Rexburg.Madison.Co.726818_2015.epw,USA_ID_Rexburg.Madison.Co.726818_2016.epw,USA_ID_Rexburg.Madison.Co.726818_2017.epw,USA_ID_Rexburg.Madison.Co.726818_2018.epw,USA_ID_Rexburg.Madison.Co.726818_2019.epw,Idaho_Falls_Fanning_Field,G1600430,4.0,8.0,16.0,43.0,6.0,8653.0,4187.0,1.0,4466.0
G16045,"ID, Gem County",Gem County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Caldwell.Awos.726813_2012.epw,USA_ID_Caldwell.Awos.726813_2015.epw,USA_ID_Caldwell.Awos.726813_2016.epw,USA_ID_Caldwell.Awos.726813_2017.epw,USA_ID_Caldwell.Awos.726813_2018.epw,USA_ID_Caldwell.Awos.726813_2019.epw,Caldwell_Awos,G1600450,4.0,8.0,16.0,45.0,5.0,7100.0,813.0,1.0,6287.0
G16047,"ID, Gooding County",Gooding County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Jerome.Co.726816_2012.epw,USA_ID_Jerome.Co.726816_2015.epw,USA_ID_Jerome.Co.726816_2016.epw,USA_ID_Jerome.Co.726816_2017.epw,USA_ID_Jerome.Co.726816_2018.epw,USA_ID_Jerome.Co.726816_2019.epw,Joslin_Fld_Magic_Va_Twin_Fall,G1600470,4.0,8.0,16.0,47.0,5.0,6063.0,587.0,1.0,5476.0
G16049,"ID, Idaho County",Idaho County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Lowell.725784_2012.epw,USA_ID_Lowell.725784_2015.epw,USA_ID_Lowell.725784_2016.epw,USA_ID_Lowell.725784_2017.epw,USA_ID_Lowell.725784_2018.epw,USA_ID_Lowell.725784_2019.epw,Lewiston_Nez_Perce_Cnty_Ap,G1600490,4.0,8.0,16.0,49.0,5.0,8653.0,2210.0,1.0,6443.0
G16051,"ID, Jefferson County",Jefferson County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Rexburg.Madison.Co.726818_2012.epw,USA_ID_Rexburg.Madison.Co.726818_2015.epw,USA_ID_Rexburg.Madison.Co.726818_2016.epw,USA_ID_Rexburg.Madison.Co.726818_2017.epw,USA_ID_Rexburg.Madison.Co.726818_2018.epw,USA_ID_Rexburg.Madison.Co.726818_2019.epw,Idaho_Falls_Fanning_Field,G1600510,4.0,8.0,16.0,51.0,6.0,8895.0,745.0,1.0,8150.0
G16053,"ID, Jerome County",Jerome County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Jerome.Co.726816_2012.epw,USA_ID_Jerome.Co.726816_2015.epw,USA_ID_Jerome.Co.726816_2016.epw,USA_ID_Jerome.Co.726816_2017.epw,USA_ID_Jerome.Co.726816_2018.epw,USA_ID_Jerome.Co.726816_2019.epw,Joslin_Fld_Magic_Va_Twin_Fall,G1600530,4.0,8.0,16.0,53.0,5.0,8233.0,586.0,1.0,7647.0
G16055,"ID, Kootenai County",Kootenai County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Coeur.D.Alene.Air.Te.727834_2012.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2015.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2016.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2017.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2018.epw,USA_ID_Coeur.D.Alene.Air.Te.727834_2019.epw,Coeur_D_Alene_Awos,G1600550,4.0,8.0,16.0,55.0,5.0,66126.0,8913.0,1.0,57213.0
G16057,"ID, Latah County",Latah County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_WA_Pullman.Moscow.Rgnl.727857_2012.epw,USA_WA_Pullman.Moscow.Rgnl.727857_2015.epw,USA_WA_Pullman.Moscow.Rgnl.727857_2016.epw,USA_WA_Pullman.Moscow.Rgnl.727857_2017.epw,USA_WA_Pullman.Moscow.Rgnl.727857_2018.epw,USA_WA_Pullman.Moscow.Rgnl.727857_2019.epw,Pullman_Moscow_Rgnl,G1600570,4.0,8.0,16.0,57.0,5.0,16331.0,1113.0,1.0,15218.0
G16059,"ID, Lemhi County",Lemhi County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Lemhi.Co.726865_2012.epw,USA_ID_Lemhi.Co.726865_2015.epw,USA_ID_Lemhi.Co.726865_2016.epw,USA_ID_Lemhi.Co.726865_2017.epw,USA_ID_Lemhi.Co.726865_2018.epw,USA_ID_Lemhi.Co.726865_2019.epw,Salmon_Lemhi_Awos,G1600590,4.0,8.0,16.0,59.0,6.0,4748.0,1050.0,1.0,3698.0
G16061,"ID, Lewis County",Lewis County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Lowell.725784_2012.epw,USA_ID_Lowell.725784_2015.epw,USA_ID_Lowell.725784_2016.epw,USA_ID_Lowell.725784_2017.epw,USA_ID_Lowell.725784_2018.epw,USA_ID_Lowell.725784_2019.epw,Lewiston_Nez_Perce_Cnty_Ap,G1600610,4.0,8.0,16.0,61.0,5.0,1869.0,245.0,1.0,1624.0
G16063,"ID, Lincoln County",Lincoln County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Jerome.Co.726816_2012.epw,USA_ID_Jerome.Co.726816_2015.epw,USA_ID_Jerome.Co.726816_2016.epw,USA_ID_Jerome.Co.726816_2017.epw,USA_ID_Jerome.Co.726816_2018.epw,USA_ID_Jerome.Co.726816_2019.epw,Joslin_Fld_Magic_Va_Twin_Fall,G1600630,4.0,8.0,16.0,63.0,5.0,1956.0,360.0,1.0,1596.0
G16065,"ID, Madison County",Madison County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Rexburg.Madison.Co.726818_2012.epw,USA_ID_Rexburg.Madison.Co.726818_2015.epw,USA_ID_Rexburg.Madison.Co.726818_2016.epw,USA_ID_Rexburg.Madison.Co.726818_2017.epw,USA_ID_Rexburg.Madison.Co.726818_2018.epw,USA_ID_Rexburg.Madison.Co.726818_2019.epw,Idaho_Falls_Fanning_Field,G1600650,4.0,8.0,16.0,65.0,6.0,12778.0,2270.0,1.0,10508.0
G16067,"ID, Minidoka County",Minidoka County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Burley.Muni.725867_2012.epw,USA_ID_Burley.Muni.725867_2015.epw,USA_ID_Burley.Muni.725867_2016.epw,USA_ID_Burley.Muni.725867_2017.epw,USA_ID_Burley.Muni.725867_2018.epw,USA_ID_Burley.Muni.725867_2019.epw,Burley_Municipal_Arpt,G1600670,4.0,8.0,16.0,67.0,5.0,7776.0,515.0,1.0,7261.0
G16069,"ID, Nez Perce County",Nez Perce County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Lewiston.Nez.Perce.727830_2012.epw,USA_ID_Lewiston.Nez.Perce.727830_2015.epw,USA_ID_Lewiston.Nez.Perce.727830_2016.epw,USA_ID_Lewiston.Nez.Perce.727830_2017.epw,USA_ID_Lewiston.Nez.Perce.727830_2018.epw,USA_ID_Lewiston.Nez.Perce.727830_2019.epw,Lewiston_Nez_Perce_Cnty_Ap,G1600690,4.0,8.0,16.0,69.0,5.0,17420.0,1293.0,1.0,16127.0
G16071,"ID, Oneida County",Oneida County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_UT_Logan.Cache.724796_2012.epw,USA_UT_Logan.Cache.724796_2015.epw,USA_UT_Logan.Cache.724796_2016.epw,USA_UT_Logan.Cache.724796_2017.epw,USA_UT_Logan.Cache.724796_2018.epw,USA_UT_Logan.Cache.724796_2019.epw,Malad_City,G1600710,4.0,8.0,16.0,71.0,6.0,1945.0,394.0,1.0,1551.0
G16073,"ID, Owyhee County",Owyhee County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Caldwell.Awos.726813_2012.epw,USA_ID_Caldwell.Awos.726813_2015.epw,USA_ID_Caldwell.Awos.726813_2016.epw,USA_ID_Caldwell.Awos.726813_2017.epw,USA_ID_Caldwell.Awos.726813_2018.epw,USA_ID_Caldwell.Awos.726813_2019.epw,Caldwell_Awos,G1600730,4.0,8.0,16.0,73.0,5.0,4763.0,695.0,1.0,4068.0
G16075,"ID, Payette County",Payette County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_OR_Ontaria.Muni.726837_2012.epw,USA_OR_Ontaria.Muni.726837_2015.epw,USA_OR_Ontaria.Muni.726837_2016.epw,USA_OR_Ontaria.Muni.726837_2017.epw,USA_OR_Ontaria.Muni.726837_2018.epw,USA_OR_Ontaria.Muni.726837_2019.epw,Caldwell_Awos,G1600750,4.0,8.0,16.0,75.0,5.0,9058.0,863.0,1.0,8195.0
G16077,"ID, Power County",Power County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Pocatello.Municipal.725780_2012.epw,USA_ID_Pocatello.Municipal.725780_2015.epw,USA_ID_Pocatello.Municipal.725780_2016.epw,USA_ID_Pocatello.Municipal.725780_2017.epw,USA_ID_Pocatello.Municipal.725780_2018.epw,USA_ID_Pocatello.Municipal.725780_2019.epw,Pocatello_Regional_Ap,G1600770,4.0,8.0,16.0,77.0,5.0,2942.0,477.0,1.0,2465.0
G16079,"ID, Shoshone County",Shoshone County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Mullan.Awrs.727836_2012.epw,USA_ID_Mullan.Awrs.727836_2015.epw,USA_ID_Mullan.Awrs.727836_2016.epw,USA_ID_Mullan.Awrs.727836_2017.epw,USA_ID_Mullan.Awrs.727836_2018.epw,USA_ID_Mullan.Awrs.727836_2019.epw,Kalispell_Glacier_Pk_IntL_Ar,G1600790,4.0,8.0,16.0,79.0,5.0,6991.0,1331.0,1.0,5660.0
G16081,"ID, Teton County",Teton County,ID,Idaho,West,Mountain,Mountain North,6B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Rexburg.Madison.Co.726818_2012.epw,USA_ID_Rexburg.Madison.Co.726818_2015.epw,USA_ID_Rexburg.Madison.Co.726818_2016.epw,USA_ID_Rexburg.Madison.Co.726818_2017.epw,USA_ID_Rexburg.Madison.Co.726818_2018.epw,USA_ID_Rexburg.Madison.Co.726818_2019.epw,Idaho_Falls_Fanning_Field,G1600810,4.0,8.0,16.0,81.0,6.0,5512.0,1787.0,1.0,3725.0
G16083,"ID, Twin Falls County",Twin Falls County,ID,Idaho,West,Mountain,Mountain North,5B,Cold,None,CR05,Non-CBSA Mountain,USA_ID_Joslin.Fld.Magic.Va.725866_2012.epw,USA_ID_Joslin.Fld.Magic.Va.725866_2015.epw,USA_ID_Joslin.Fld.Magic.Va.725866_2016.epw,USA_ID_Joslin.Fld.Magic.Va.725866_2017.epw,USA_ID_Joslin.Fld.Magic.Va.725866_2018.epw,USA_ID_Joslin.Fld.Magic.Va.725866_2019.epw,Joslin_Fld_Magic_Va_Twin_Fall,G1600830,4.0,8.0,16.0,83.0,5.0,31792.0,2592.0,1.0,29200.0
